Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
7829849,1361106,2013,1371355200000,616,6,JOE SHUSTER  WAY,KING ST W, ,Local,Toronto and East York,10,0,0,14,0,0,43.640547,-79.423999,Mid-Block, ,No Control,Rain,Daylight,Wet,Fatal,SMV Other,Driver,40 to 44,Fatal,17,East,"Automobile, Station Wagon",Going Ahead,Other,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,85,South Parkdale (85),11
8000333,5000160956,2015,1422421200000,617,6,1792 BIRCHMOUNT RD, , ,Major Arterial,Scarborough,21,0,0,41,0,0,43.765433,-79.291316,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,3,West, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,126,Dorset Park (126),12
80000046,142879736,2014,1410321600000,620,6,OKEEFE LANE,DUNDAS SQ, ,Laneway,Toronto and East York,13,0,0,51,0,0,43.655387,-79.379863,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,27,Unknown, , , , ,Vehicle is reversing and hits pedestrian,Other,Had Been Drinking, , , ,Yes, , , ,Yes, , , , , , , , ,75,Church-Yonge Corridor (75),13
80490055,5001722553,2015,1444104000000,621,6,MORNINGSIDE AVE,SHEPPARD AVE E,358 m North of,Major Arterial,Scarborough,25,0,0,42,0,0,43.805159,-79.20087,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Rear End,Driver,50 to 54,Fatal,49,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , ,Yes, , , , , , , ,132,Malvern (132),14
80973076,8001812203,2018,1538366400000,622,6,THE QUEENSWAY,WINDERMERE AVE, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.637206,-79.469287,Mid-Block,Non Intersection,No Control,Clear,Dawn,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,50,East, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Walking on Roadway Against Traffic,Unknown, , , ,Yes, , , , ,Yes, , , , , , , ,87,High Park-Swansea (87),15
80985326,8002341194,2018,1545454800000,623,6,DAVENPORT  RD,HAZELTON  AVE, ,Major Arterial,Toronto and East York,11,0,0,53,0,0,43.675101,-79.394183,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,65,Unknown, , , , ,Pedestrian hit at mid-block,Other,Normal, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,95,Annex (95),16
5808587,1138618,2009,1259038800000,630,6,WARDEN AVE,CATARAQUI CRES, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.702545,-79.27699,Intersection,At Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,42,East,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,120,Clairlea-Birchmount (120),17
6689759,1260146,2011,1319169600000,630,6,SPADINA AVE W,KING ST W, ,Major Arterial,Toronto and East York,10,0,0,1452,52,14,43.645445,-79.39499,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,29,East,Other, , , ,Other / Undefined,Walking on Roadway Against Traffic,Unknown, , , ,Yes, , , ,Yes, , ,Yes, , , , , ,77,Waterfront Communities-The Island (77),18
80565040,6001535813,2016,1472529600000,630,6,WARDEN AVE,FINCH AVE E,25M,Major Arterial,Scarborough,22,0,0,42,0,0,43.796763,-79.315753,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Passenger,25 to 29,Fatal,54, , , , , , , , , , , , , ,Yes, , ,Yes, ,Yes, , , , , ,117,L'Amoreaux (117),19
80489687,5001649654,2015,1443067200000,636,6,THE QUEENSWAY,GLENDALE AVE,57 m East of,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.639189,-79.450557,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,51,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,87,High Park-Swansea (87),20
5809277,1144154,2009,1261630800000,640,6,MARWILL ST,ALMORE AVE, ,Local,North York,6,0,0,32,0,0,43.746845,-79.44449,Intersection, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,48,South,Other, , , ,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,33,Clanton Park (33),21
7542674,1327099,2012,1353646800000,643,6,DAVENPORT RD,LANSDOWNE AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.671546,-79.448291,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,39,North,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.", , , ,Yes,Yes, , , , , , ,Yes,Yes, , ,93,Dovercourt-Wallace Emerson-Junction (93),22
80000072,5000275153,2015,1424062800000,644,6,KENNEDY RD,MCNICOLL AVE, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.812129,-79.301936,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,6,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,130,Milliken (130),23
80000080,5000406927,2015,1425960000000,645,6,452 MORTIMER AVE, , ,Minor Arterial,Toronto and East York,14,0,0,54,0,0,43.689231,-79.332736,Intersection, ,No Control,Clear,"Dawn, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,10,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,59,Danforth East York (59),24
80975006,8002065935,2018,1541739600000,650,6,ELLESMERE RD,BIRCHMOUNT RD, ,Major Arterial,Scarborough,21,0,0,41,0,0,43.763327,-79.291301,Intersection,Intersection Related,No Control,Snow,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,58,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , ,Yes, , , , , , , ,126,Dorset Park (126),25
5215511,1093819,2009,1236744000000,652,6,STEELES AVE W,PINE VALLEY  DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.766535,-79.564769,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,7,South,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, , , ,Yes, , , , , , , , ,21,Humber Summit (21),26
7529123,1323544,2012,1351742400000,652,6,LAWRENCE AVE W,CORONA ST, ,Major Arterial,North York,8,0,0,3213,13,32,43.714145,-79.45329,Mid-Block, ,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,37,Unknown,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , ,Yes, ,Yes, , , ,31,Yorkdale-Glen Park (31),27
80782623,7001671435,2017,1505448000000,652,6,STEELES AVE W,HIGHWAY 27  N,200 m East of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.755641,-79.61288,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,55 to 59,Fatal,41, , , , , , , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, , , ,1,West Humber-Clairville (1),28
6098472,1148390,2010,1263790800000,655,6,MOUNT PLEASANT RD,EGLINTON AVE E, ,Major Arterial,Toronto and East York,1215,15,12,53,0,0,43.708445,-79.39019,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,4,South,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal, , , ,Yes, , , , ,Yes, , , ,Yes, , , ,99,Mount Pleasant East (99),29
80542826,6001088034,2016,1466568000000,655,6,DYNEVOR RD,KIRKNEWTON RD, ,Local,Toronto and East York,9,0,0,13,0,0,43.691016,-79.450549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,39,Unknown, , , , ,Pedestrian hit at mid-block,Other,Normal, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,109,Caledonia-Fairbank (109),30
5298469,1130393,2009,1255406400000,656,6,KENNEDY RD,ELLESMERE RD, ,Major Arterial,Scarborough,21,0,0,41,0,0,43.765745,-79.28109,Intersection, ,Traffic Signal,Rain,Dawn,Wet,Fatal,SMV Other,Passenger,35 to 39,Fatal,29, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , , ,126,Dorset Park (126),31
6098826,1148773,2010,1263963600000,700,7,DUFFERIN ST,PRESTON RD, ,Major Arterial,Toronto and East York,912,12,9,13,0,0,43.691345,-79.44849,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,5,East,Other, , , ,Pedestrian hit at mid-block,Running onto Roadway,Unknown, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,109,Caledonia-Fairbank (109),32
6168415,1180110,2010,1280548800000,700,7,GRANTBROOK ST,CHARLTON BLVD, ,Collector,North York,18,0,0,32,0,0,43.781245,-79.43289,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Passenger,25 to 29,Fatal,27, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,36,Newtonbrook West (36),33
6806528,1270884,2011,1324443600000,706,7,JANE ST,DRIFTWOOD AVE, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.765898,-79.519672,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,34,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , , ,Yes, , , ,Yes, , , ,24,Black Creek (24),34
80971685,8001780907,2018,1537934400000,709,7,ST CLAIR AVE E,JEANETTE ST, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.719565,-79.247051,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,49,North, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,123,Cliffcrest (123),35
7876122,1380946,2013,1381896000000,710,7,SPADINA Ave,DUNDAS St W, ,Major Arterial,Toronto and East York,10,0,0,1452,52,14,43.652507,-79.397853,Mid-Block, ,No Control,Clear,Daylight,Wet,Fatal,Cyclist Collisions,Cyclist,25 to 29,Fatal,49,North,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Lost control,Normal, ,Yes, , ,Yes, , , , , , , , ,78,Kensington-Chinatown (78),36
80566649,6002160952,2016,1481000400000,712,7,BATHURST ST,REINER RD, ,Major Arterial,North York,6,0,0,32,0,0,43.752669,-79.437747,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,76,East, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,38,Lansing-Westgate (38),37
80757204,7001372973,2017,1501473600000,713,7,SHERBOURNE ST,DUNDAS ST E, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.658221,-79.37099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,33,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,73,Moss Park (73),38
5041268,1132676,2009,1256270400000,715,7,FINCH AVE E,BLACKBIRD GT, ,Minor Arterial,Scarborough,25,0,0,42,0,0,43.816945,-79.22429,Intersection,At Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,36,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,132,Malvern (132),39
80609323,7000012031,2017,1483419600000,717,7,LOWER SHERBOURNE ST,THE ESPLANADE, ,Minor Arterial,Toronto and East York,1013,13,10,51,0,0,43.648974,-79.367259,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,1,West, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,77,Waterfront Communities-The Island (77),40
5430130,1069315,2008,1226379600000,720,7,PHARMACY AVE,STEELES AVE E, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.816847,-79.336452,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,52,West,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, , , , ,Yes, , , ,Yes, , , ,116,Steeles (116),41
80199653,3013932599,2013,1383886800000,725,7,LAWRENCE AVE E,BENNETT RD, ,Minor Arterial,Scarborough,25,0,0,43,0,0,43.772868,-79.166332,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,52,South, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,136,West Hill (136),42
80000025,141649049,2014,1394082000000,735,7,PRINCE EDWARD DR N,SHAND AVE, ,Collector,Etobicoke York,3,0,0,22,0,0,43.65729,-79.509113,Intersection, ,No Control,Snow,Daylight,Slush,Fatal,SMV Other,Driver,50 to 54,Fatal,6,South,"Automobile, Station Wagon",Pulling Onto Shoulder or towardCurb,Lost control,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,15,Kingsway South (15),43
80197024,5001518617,2015,1441252800000,736,7,PARK LAWN RD,LAKE SHORE BLVD W, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.623171,-79.481792,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,41,West, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, , , ,Yes, , , , , , , , ,17,Mimico (includes Humber Bay Shores) (17),44
5354326,1035924,2008,1209614400000,738,7,ST CLAIR AVE E,JEANETTE ST, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.719645,-79.24709,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,16,North,Other, , , ,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal, , , ,Yes, , , ,Yes, , , , , , , , ,123,Cliffcrest (123),45
7425921,1298952,2012,1339646400000,738,7,ADELAIDE ST W,BRANT ST, ,Major Arterial,Toronto and East York,10,0,0,14,0,0,43.646245,-79.39819,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,18,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,77,Waterfront Communities-The Island (77),46
6280489,1202989,2010,1290142800000,744,7,LOWER SPADINA AVE,LAKE SHORE BLVD W, ,Expressway,Toronto and East York,10,0,0,1452,52,14,43.638445,-79.39219,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,60 to 64,Fatal,36,East,Bicycle,Pulling Away from Shoulder or Curb, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal, ,Yes, , , ,Yes, , , , , , , ,77,Waterfront Communities-The Island (77),47
5365581,1040891,2008,1212120000000,746,7,BAY ST,YORKVILLE AVE, ,Major Arterial,Toronto and East York,11,0,0,53,0,0,43.671345,-79.39019,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,22,East,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,95,Annex (95),48
7560299,1332258,2012,1355979600000,748,7,SHEPPARD AVE E,ALLANFORD RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.782345,-79.29219,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,43,Unknown,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,118,Tam O'Shanter-Sullivan (118),49
80229109,5000144020,2015,1422162000000,756,7,COLLEGE ST,BROCK AVE,2 m West of,Minor Arterial,Toronto and East York,9,0,0,11,0,0,43.651801,-79.436343,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,2,South, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Medical or Physical Disability, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,84,Little Portugal (84),50
7853644,1371244,2013,1376884800000,759,7,ROYAL YORK RD,LAWRENCE AVE W, ,Minor Arterial,Etobicoke York,2,0,0,23,0,0,43.696154,-79.532726,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,60 to 64,Fatal,33,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,8,Humber Heights-Westmount (8),51
7858870,1373498,2013,1378180800000,800,8,SENTINEL RD,LAMBERTON BLVD, ,Collector,Etobicoke York,7,0,0,31,0,0,43.753844,-79.499591,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,10 to 14,Fatal,37,West, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes, , , , ,Yes, , , ,27,York University Heights (27),52
80943473,8000880741,2018,1526443200000,800,8,JONES AVE,DUNDAS ST E, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.666098,-79.334277,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,50 to 54,Fatal,25,West,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes, , ,Yes, , , , ,Yes, , , ,70,South Riverdale (70),53
7412070,1292918,2012,1336363200000,801,8,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,13,South,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,116,Steeles (116),54
5404091,1057892,2008,1221019200000,806,8,TRETHEWEY DR,TEDDER ST, ,Minor Arterial,Etobicoke York,5,0,0,12,0,0,43.697345,-79.49899,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,50 to 54,Fatal,39,West,Bicycle, , , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , ,Yes,Yes, , , ,30,Brookhaven-Amesbury (30),55
8000220,143234908,2014,1415077200000,807,8,ORTON PARK RD,SLAN AVE, ,Minor Arterial,Scarborough,24,0,0,43,0,0,43.777968,-79.211902,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,37,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,135,Morningside (135),56
7456387,1311644,2012,1345867200000,810,8,CARLTON ST,SHERBOURNE ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.663245,-79.37259,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,28,North,Other, , , ,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,73,Moss Park (73),57
