Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
80943289,8000710389,2018,1524283200000,1,0,HIGHWAY 2A  E,LAWSON RD,400 m East of, , ,0,0,0,0,0,0,43.785041,-79.164188,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,133,Centennial Scarborough (133),11
80943290,8000710389,2018,1524283200000,1,0,HIGHWAY 2A  E,LAWSON RD,400 m East of, , ,0,0,0,0,0,0,43.785041,-79.164188,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,133,Centennial Scarborough (133),12
80943291,8000710389,2018,1524283200000,1,0,HIGHWAY 2A  E,LAWSON RD,400 m East of, , ,0,0,0,0,0,0,43.785041,-79.164188,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,70 to 74,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,133,Centennial Scarborough (133),13
80943292,8000710389,2018,1524283200000,1,0,HIGHWAY 2A  E,LAWSON RD,400 m East of, , ,0,0,0,0,0,0,43.785041,-79.164188,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,70 to 74,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,133,Centennial Scarborough (133),14
80943293,8000710389,2018,1524283200000,1,0,HIGHWAY 2A  E,LAWSON RD,400 m East of, , ,0,0,0,0,0,0,43.785041,-79.164188,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,133,Centennial Scarborough (133),15
80774605,7000576786,2017,1491105600000,4,0,MARTIN GROVE RD,JEFFCOAT DR,120 m South of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717608,-79.582813,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,60 to 64,Major,0,South,"Automobile, Station Wagon",Unknown,Speed too Fast For Condition,Inattentive, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),16
5792549,1114459,2009,1247716800000,8,0,SHEPPARD AVE E,MCCOWAN RD, ,Major Arterial,Scarborough,23,0,0,42,0,0,43.791045,-79.25189,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,128,Agincourt South-Malvern West (128),17
5792550,1114459,2009,1247716800000,8,0,SHEPPARD AVE E,MCCOWAN RD, ,Major Arterial,Scarborough,23,0,0,42,0,0,43.791045,-79.25189,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Had Been Drinking, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,128,Agincourt South-Malvern West (128),18
5792551,1114459,2009,1247716800000,8,0,SHEPPARD AVE E,MCCOWAN RD, ,Major Arterial,Scarborough,23,0,0,42,0,0,43.791045,-79.25189,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,0,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,128,Agincourt South-Malvern West (128),19
80502528,5001136090,2015,1436155200000,8,0,KIPLING AVE,JUTLAND RD, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.626292,-79.528835,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,50 to 54,Minimal,0,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,14,Islington-City Centre West (14),20
80502529,5001136090,2015,1436155200000,8,0,KIPLING AVE,JUTLAND RD, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.626292,-79.528835,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,25 to 29,Fatal,33,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,14,Islington-City Centre West (14),21
80502530,5001136090,2015,1436155200000,8,0,KIPLING AVE,JUTLAND RD, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.626292,-79.528835,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,50 to 54,Minor,0, , , , , , , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,14,Islington-City Centre West (14),22
5345498,1031943,2008,1205380800000,10,0,CARLAW AVE,EASTERN AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.658345,-79.33899,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,70,South Riverdale (70),23
5345499,1031943,2008,1205380800000,10,0,CARLAW AVE,EASTERN AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.658345,-79.33899,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Major,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,70,South Riverdale (70),24
5345500,1031943,2008,1205380800000,10,0,CARLAW AVE,EASTERN AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.658345,-79.33899,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,unknown,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,70,South Riverdale (70),25
5345501,1031943,2008,1205380800000,10,0,CARLAW AVE,EASTERN AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.658345,-79.33899,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minimal,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,70,South Riverdale (70),26
5345502,1031943,2008,1205380800000,10,0,CARLAW AVE,EASTERN AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.658345,-79.33899,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,70,South Riverdale (70),27
80890115,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),28
80890116,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Passenger,15 to 19,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),29
80890117,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Passenger,unknown,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),30
80890118,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Passenger,50 to 54,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),31
80890119,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Passenger,45 to 49,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),32
80890120,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Driver,25 to 29,Major,0,East,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),33
80890121,7000010890,2017,1483419600000,10,0,F G GARDINER XY  E,KIPLING AVE,900 m West of,Expressway,Etobicoke York,3,0,0,22,0,0,43.615851,-79.535251,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Driver,75 to 79,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Inattentive, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,20,Alderwood (20),34
80632475,6000897819,2016,1464148800000,13,0,HIGHWAY 27  N,REXDALE BLVD,20 m South of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717196,-79.595577,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Truck Driver,55 to 59,Major,0,North,Truck-Tractor,Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),35
80632476,6000897819,2016,1464148800000,13,0,HIGHWAY 27  N,REXDALE BLVD,20 m South of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717196,-79.595577,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Truck Driver,40 to 44,Minor,0,North,Truck - Dump,Stopped,Driving Properly,Normal, , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),36
80632477,6000897819,2016,1464148800000,13,0,HIGHWAY 27  N,REXDALE BLVD,20 m South of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717196,-79.595577,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,None,0,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),37
6226306,1204248,2010,1289102400000,15,0,AUGUSTA AVE,COLLEGE ST, ,Collector,Toronto and East York,11,0,0,14,0,0,43.656546,-79.402889,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, , , , , , , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,78,Kensington-Chinatown (78),38
6226307,1204248,2010,1289102400000,15,0,AUGUSTA AVE,COLLEGE ST, ,Collector,Toronto and East York,11,0,0,14,0,0,43.656546,-79.402889,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,None,0,South,"Automobile, Station Wagon",Going Ahead,Wrong Way on One Way Road,Unknown, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,78,Kensington-Chinatown (78),39
6226308,1204248,2010,1289102400000,15,0,AUGUSTA AVE,COLLEGE ST, ,Collector,Toronto and East York,11,0,0,14,0,0,43.656546,-79.402889,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,0,East,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,78,Kensington-Chinatown (78),40
80252568,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Inattentive, , , , , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),41
80252569,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,0,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),42
80252570,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,None,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Inattentive, , , , , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),43
80252571,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,Minimal,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),44
80252572,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,15 to 19,Minor,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),45
80252573,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,15 to 19,Minimal,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),46
80252574,5001740465,2015,1444363200000,15,0,1244 LAWRENCE, , ,Major Arterial,North York,16,0,0,33,0,0,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,0,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown, , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,43,Victoria Village (43),47
80783074,7000557720,2017,1490846400000,15,0,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E, ,Major Arterial,Scarborough,24,0,0,43,0,0,43.761779,-79.215801,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,15 to 19,Major,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,137,Woburn (137),48
80783179,7000557720,2017,1490846400000,15,0,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E, ,Major Arterial,Scarborough,24,0,0,43,0,0,43.761779,-79.215801,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,137,Woburn (137),49
80783180,7000557720,2017,1490846400000,15,0,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E, ,Major Arterial,Scarborough,24,0,0,43,0,0,43.761779,-79.215801,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,70 to 74,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,137,Woburn (137),50
80931233,7000036465,2017,1483765200000,16,0,DUFFERIN ST,STEELES AVE W, ,Major Arterial,North York,6,0,0,32,0,0,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,34,Bathurst Manor (34),51
80931234,7000036465,2017,1483765200000,16,0,DUFFERIN ST,STEELES AVE W, ,Major Arterial,North York,6,0,0,32,0,0,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,0,North,Pick Up Truck,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,34,Bathurst Manor (34),52
80931235,7000036465,2017,1483765200000,16,0,DUFFERIN ST,STEELES AVE W, ,Major Arterial,North York,6,0,0,32,0,0,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes,Yes,Yes, ,34,Bathurst Manor (34),53
6627086,1233231,2011,1305518400000,17,0,F G GARDINER Expr E,DOWLING Ave, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.635445,-79.44079,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,85,South Parkdale (85),54
6627087,1233231,2011,1305518400000,17,0,F G GARDINER Expr E,DOWLING Ave, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.635445,-79.44079,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,0,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,85,South Parkdale (85),55
6627088,1233231,2011,1305518400000,17,0,F G GARDINER Expr E,DOWLING Ave, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.635445,-79.44079,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,85,South Parkdale (85),56
6914923,1153473,2010,1266469200000,18,0,PHARMACY AVE,ST BEDES RD, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.704645,-79.28869,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,120,Clairlea-Birchmount (120),57
6914924,1153473,2010,1266469200000,18,0,PHARMACY AVE,ST BEDES RD, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.704645,-79.28869,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Passenger,15 to 19,Fatal,11, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,120,Clairlea-Birchmount (120),58
6914925,1153473,2010,1266469200000,18,0,PHARMACY AVE,ST BEDES RD, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.704645,-79.28869,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Passenger,15 to 19,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,120,Clairlea-Birchmount (120),59
6914926,1153473,2010,1266469200000,18,0,PHARMACY AVE,ST BEDES RD, ,Minor Arterial,Scarborough,20,0,0,41,0,0,43.704645,-79.28869,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Passenger,15 to 19,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,120,Clairlea-Birchmount (120),60
