Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
6280059,1193945,2010,1286596800000,203,2,HIGHWAY 27  N,BETHRIDGE Rd, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.708145,-79.59119,Intersection, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Truck Driver,30 to 34,Minimal,0,North,Truck - Open,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),14
6280060,1193945,2010,1286596800000,203,2,HIGHWAY 27  N,BETHRIDGE Rd, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.708145,-79.59119,Intersection, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),15
6280061,1193945,2010,1286596800000,203,2,HIGHWAY 27  N,BETHRIDGE Rd, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.708145,-79.59119,Intersection, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),16
6280062,1193945,2010,1286596800000,203,2,HIGHWAY 27  N,BETHRIDGE Rd, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.708145,-79.59119,Intersection, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Major,0,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),17
6280063,1193945,2010,1286596800000,203,2,HIGHWAY 27  N,BETHRIDGE Rd, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.708145,-79.59119,Intersection, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Other,unknown,None,0, ,Other,Unknown, , , , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,1,West Humber-Clairville (1),18
6667410,1250312,2011,1313812800000,203,2,PORT UNION RD,ADENMORE RD, ,Minor Arterial,Scarborough,25,0,0,43,0,0,43.783345,-79.13829,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,133,Centennial Scarborough (133),19
6667411,1250312,2011,1313812800000,203,2,PORT UNION RD,ADENMORE RD, ,Minor Arterial,Scarborough,25,0,0,43,0,0,43.783345,-79.13829,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,133,Centennial Scarborough (133),20
6667412,1250312,2011,1313812800000,203,2,PORT UNION RD,ADENMORE RD, ,Minor Arterial,Scarborough,25,0,0,43,0,0,43.783345,-79.13829,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,0,North,"Automobile, Station Wagon",Overtaking,Improper Passing,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,133,Centennial Scarborough (133),21
6667413,1250312,2011,1313812800000,203,2,PORT UNION RD,ADENMORE RD, ,Minor Arterial,Scarborough,25,0,0,43,0,0,43.783345,-79.13829,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,133,Centennial Scarborough (133),22
80890343,7000432401,2017,1489122000000,204,2,SPADINA AV,COLLEGE ST,20 m North of,Major Arterial,Toronto and East York,11,0,0,1452,52,14,43.657942,-79.40002,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,25 to 29,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,78,Kensington-Chinatown (78),23
80890344,7000432401,2017,1489122000000,204,2,SPADINA AV,COLLEGE ST,20 m North of,Major Arterial,Toronto and East York,11,0,0,1452,52,14,43.657942,-79.40002,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,78,Kensington-Chinatown (78),24
6804737,1247398,2011,1312430400000,205,2,LAKE SHORE BLVD W,LAKE CRES W, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.607645,-79.49039,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,17,Mimico (includes Humber Bay Shores) (17),25
6804738,1247398,2011,1312430400000,205,2,LAKE SHORE BLVD W,LAKE CRES W, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.607645,-79.49039,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,35 to 39,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,17,Mimico (includes Humber Bay Shores) (17),26
6804739,1247398,2011,1312430400000,205,2,LAKE SHORE BLVD W,LAKE CRES W, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.607645,-79.49039,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,17,Mimico (includes Humber Bay Shores) (17),27
7841611,1366140,2013,1372305600000,205,2,DAVENPORT Rd,CHRISTIE St, ,Minor Arterial,Toronto and East York,12,0,0,13,0,0,43.675545,-79.42309,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes,Yes, , ,94,Wychwood (94),28
7841612,1366140,2013,1372305600000,205,2,DAVENPORT Rd,CHRISTIE St, ,Minor Arterial,Toronto and East York,12,0,0,13,0,0,43.675545,-79.42309,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,North,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes,Yes, , ,94,Wychwood (94),29
7860081,1374005,2013,1378526400000,205,2,ROSEDALE VALLEY RD,BAYVIEW AVE, ,Major Arterial,Toronto and East York,1113,13,11,51,0,0,43.670146,-79.360187,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,35 to 39,Fatal,39,East,Motorcycle,Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , , ,Yes, , , , ,Yes,Yes, , , ,71,Cabbagetown-South St.James Town (71),30
7860082,1374005,2013,1378526400000,205,2,ROSEDALE VALLEY RD,BAYVIEW AVE, ,Major Arterial,Toronto and East York,1113,13,11,51,0,0,43.670146,-79.360187,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Other Property Owner,unknown, ,0, , , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes, , , ,71,Cabbagetown-South St.James Town (71),31
80778183,7000750134,2017,1493438400000,205,2,KIPLING AVE,STEVENSON  RD,80 m North of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.745127,-79.582996,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Minimal,0,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,2,Mount Olive-Silverstone-Jamestown (2),32
80778184,7000750134,2017,1493438400000,205,2,KIPLING AVE,STEVENSON  RD,80 m North of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.745127,-79.582996,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,50 to 54,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,2,Mount Olive-Silverstone-Jamestown (2),33
80778185,7000750134,2017,1493438400000,205,2,KIPLING AVE,STEVENSON  RD,80 m North of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.745127,-79.582996,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,35 to 39,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,2,Mount Olive-Silverstone-Jamestown (2),34
80778186,7000750134,2017,1493438400000,205,2,KIPLING AVE,STEVENSON  RD,80 m North of,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.745127,-79.582996,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,25 to 29,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,2,Mount Olive-Silverstone-Jamestown (2),35
80945641,8001140010,2018,1529726400000,205,2,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.759284,-79.5079,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,0 to 4,None,0,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,25,Glenfield-Jane Heights (25),36
80945642,8001140010,2018,1529726400000,205,2,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.759284,-79.5079,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0, , , , , , , ,Inattentive, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,25,Glenfield-Jane Heights (25),37
7798522,1347684,2013,1360904400000,208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.669845,-79.30089,Intersection, ,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,63,The Beaches (63),38
7798523,1347684,2013,1360904400000,208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.669845,-79.30089,Intersection, ,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,0,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol", , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,63,The Beaches (63),39
7798524,1347684,2013,1360904400000,208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.669845,-79.30089,Intersection, ,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,South,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,63,The Beaches (63),40
80943342,8000847454,2018,1526011200000,209,2,KIPLING AVE,2955 KIPLING AVE,23 m North of,Local,Etobicoke York,1,0,0,23,0,0,43.760516,-79.590305, ,At/Near Private Drive,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,2,Mount Olive-Silverstone-Jamestown (2),41
80943343,8000847454,2018,1526011200000,209,2,KIPLING AVE,2955 KIPLING AVE,23 m North of,Local,Etobicoke York,1,0,0,23,0,0,43.760516,-79.590305, ,At/Near Private Drive,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,0,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,2,Mount Olive-Silverstone-Jamestown (2),42
7531616,1337044,2012,1354424400000,210,2,KEELE ST,MURRAY ROSS PKWY, ,Major Arterial,North York,706,6,7,31,0,0,43.767302,-79.49203,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,55 to 59,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Fatigue, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,27,York University Heights (27),43
7531617,1337044,2012,1354424400000,210,2,KEELE ST,MURRAY ROSS PKWY, ,Major Arterial,North York,706,6,7,31,0,0,43.767302,-79.49203,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,25 to 29,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,27,York University Heights (27),44
80769401,6001573505,2016,1473048000000,210,2,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,20,0,0,41,0,0,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,120,Clairlea-Birchmount (120),45
80769402,6001573505,2016,1473048000000,210,2,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,20,0,0,41,0,0,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,120,Clairlea-Birchmount (120),46
80769403,6001573505,2016,1473048000000,210,2,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,20,0,0,41,0,0,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,120,Clairlea-Birchmount (120),47
80224304,4003439452,2014,1417928400000,215,2,EGLINTON AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,2120,20,21,41,0,0,43.725642,-79.297504,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, ,Yes, ,120,Clairlea-Birchmount (120),48
80224305,4003439452,2014,1417928400000,215,2,EGLINTON AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,2120,20,21,41,0,0,43.725642,-79.297504,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Truck Driver,45 to 49,None,0,East,Truck-Tractor,Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, ,Yes, ,120,Clairlea-Birchmount (120),49
80224306,4003439452,2014,1417928400000,215,2,EGLINTON AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,2120,20,21,41,0,0,43.725642,-79.297504,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, ,Yes, ,120,Clairlea-Birchmount (120),50
80224307,4003439452,2014,1417928400000,215,2,EGLINTON AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,2120,20,21,41,0,0,43.725642,-79.297504,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,Major,0, , , , , , , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, ,Yes, ,120,Clairlea-Birchmount (120),51
80609336,7000203536,2017,1486011600000,219,2,BRIMLEY RD,ELGAR AVE, ,Major Arterial,Scarborough,21,0,0,4143,43,41,43.741065,-79.250186,Intersection,At Intersection,Stop Sign,Clear,Dark,Wet,Fatal,Turning Movement,Driver,25 to 29,Fatal,5,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,138,Eglinton East (138),52
80609337,7000203536,2017,1486011600000,219,2,BRIMLEY RD,ELGAR AVE, ,Major Arterial,Scarborough,21,0,0,4143,43,41,43.741065,-79.250186,Intersection,At Intersection,Stop Sign,Clear,Dark,Wet,Fatal,Turning Movement,Driver,15 to 19,None,0,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,138,Eglinton East (138),53
5299930,1131025,2009,1255665600000,220,2,225 QUEEN ST W,QUEEN Stre W, ,Major Arterial,Toronto and East York,10,0,0,52,0,0,43.650545,-79.38799,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,"Automobile, Station Wagon", , , , , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,77,Waterfront Communities-The Island (77),54
5299931,1131025,2009,1255665600000,220,2,225 QUEEN ST W,QUEEN Stre W, ,Major Arterial,Toronto and East York,10,0,0,52,0,0,43.650545,-79.38799,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,None,0,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,77,Waterfront Communities-The Island (77),55
5299932,1131025,2009,1255665600000,220,2,225 QUEEN ST W,QUEEN Stre W, ,Major Arterial,Toronto and East York,10,0,0,52,0,0,43.650545,-79.38799,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,77,Waterfront Communities-The Island (77),56
5299933,1131025,2009,1255665600000,220,2,225 QUEEN ST W,QUEEN Stre W, ,Major Arterial,Toronto and East York,10,0,0,52,0,0,43.650545,-79.38799,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,77,Waterfront Communities-The Island (77),57
5299934,1131025,2009,1255665600000,220,2,225 QUEEN ST W,QUEEN Stre W, ,Major Arterial,Toronto and East York,10,0,0,52,0,0,43.650545,-79.38799,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,0, ,Other, , , ,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Had Been Drinking, , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,77,Waterfront Communities-The Island (77),58
5404699,1058134,2008,1219464000000,220,2,SHAVER Aven S,BLOOR Stre W, ,Collector,Etobicoke York,3,0,0,22,0,0,43.638345,-79.54769,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,14,Islington-City Centre West (14),59
