Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
6253695,1172906,2010,1276228800000,155,1,WESTON RD,PORTER AVE, ,Major Arterial,Etobicoke York,5,0,0,12,0,0,43.682845,-79.47869,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,South,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,111,Rockcliffe-Smythe (111),16
80491749,5001875429,2015,1446350400000,155,1,QUEEN ST E,BROADVIEW AVE,49 m East of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659014,-79.349185,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),17
80491750,5001875429,2015,1446350400000,155,1,QUEEN ST E,BROADVIEW AVE,49 m East of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659014,-79.349185,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),18
80491751,5001875429,2015,1446350400000,155,1,QUEEN ST E,BROADVIEW AVE,49 m East of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659014,-79.349185,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),19
80491752,5001875429,2015,1446350400000,155,1,QUEEN ST E,BROADVIEW AVE,49 m East of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659014,-79.349185,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,0,North, , , , ,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Had Been Drinking, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),20
80942181,7000981173,2017,1496462400000,156,1,EGLINTON AVE W,MIRANDA AVE,25 m East of,Major Arterial,Toronto and East York,809,9,8,13,0,0,43.694552,-79.455058,Intersection,Intersection Related,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,109,Caledonia-Fairbank (109),21
80942182,7000981173,2017,1496462400000,156,1,EGLINTON AVE W,MIRANDA AVE,25 m East of,Major Arterial,Toronto and East York,809,9,8,13,0,0,43.694552,-79.455058,Intersection,Intersection Related,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Minimal,0,West,Pick Up Truck,Going Ahead,Failed to Yield Right of Way,Had Been Drinking, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,109,Caledonia-Fairbank (109),22
5271906,1118939,2009,1250395200000,200,2,KEELE ST,DUNDAS ST W, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.665345,-79.46459,Intersection,At Intersection,Traffic Signal,Other,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , , , , , ,90,Junction Area (90),23
5271907,1118939,2009,1250395200000,200,2,KEELE ST,DUNDAS ST W, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.665345,-79.46459,Intersection,At Intersection,Traffic Signal,Other,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,0,East,"Automobile, Station Wagon", , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,90,Junction Area (90),24
6188430,1188309,2010,1279944000000,200,2,COLLEGE ST,BATHURST ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.656445,-79.40769,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),25
6188431,1188309,2010,1279944000000,200,2,COLLEGE ST,BATHURST ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.656445,-79.40769,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,0,West,Taxi,Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),26
6188432,1188309,2010,1279944000000,200,2,COLLEGE ST,BATHURST ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.656445,-79.40769,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,0,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),27
6628079,1233671,2011,1303790400000,200,2,QUEENS Aven,ALLEN Aven, ,Local,Etobicoke York,3,0,0,22,0,0,43.612645,-79.49159,Intersection, ,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,0,Unknown,"Automobile, Station Wagon",Unknown,Other,Unknown, , , , , , ,Yes, ,Yes, , , , , , , , , , ,17,Mimico (includes Humber Bay Shores) (17),28
6628080,1233671,2011,1303790400000,200,2,QUEENS Aven,ALLEN Aven, ,Local,Etobicoke York,3,0,0,22,0,0,43.612645,-79.49159,Intersection, ,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,0,Unknown,Other, , , ,Unknown,Other,"Ability Impaired, Alcohol", , , ,Yes, ,Yes, , , , , , , , , , ,17,Mimico (includes Humber Bay Shores) (17),29
80945641,8001140010,2018,1529726400000,205,2,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.759284,-79.5079,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,0 to 4,None,0,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,25,Glenfield-Jane Heights (25),30
80945642,8001140010,2018,1529726400000,205,2,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.759284,-79.5079,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0, , , , , , , ,Inattentive, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,25,Glenfield-Jane Heights (25),31
5300490,1131255,2009,1255752000000,207,2,BATHURST ST,DUPONT ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.673145,-79.41439,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , , , , , ,95,Annex (95),32
5300491,1131255,2009,1255752000000,207,2,BATHURST ST,DUPONT ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.673145,-79.41439,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,0,West,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,95,Annex (95),33
7442757,1306017,2012,1343016000000,208,2,SHERBOURNE ST,GERRARD ST E, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.662045,-79.37259,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , , , , , ,73,Moss Park (73),34
7442758,1306017,2012,1343016000000,208,2,SHERBOURNE ST,GERRARD ST E, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.662045,-79.37259,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,0,Unknown,Other, , , ,Pedestrian hit at mid-block,Other,"Ability Impaired, Alcohol Over .80", , , ,Yes, ,Yes, , , , , , , , , , ,73,Moss Park (73),35
7798522,1347684,2013,1360904400000,208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.669845,-79.30089,Intersection, ,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,63,The Beaches (63),36
7798523,1347684,2013,1360904400000,208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.669845,-79.30089,Intersection, ,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,0,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol", , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,63,The Beaches (63),37
7798524,1347684,2013,1360904400000,208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.669845,-79.30089,Intersection, ,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,South,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , , , , ,Yes,Yes, ,Yes, ,63,The Beaches (63),38
80774387,7000570934,2017,1491019200000,208,2,MARGUERETTA ST,BLOOR  ST W,34 m South of,Local,Toronto and East York,9,0,0,11,0,0,43.658438,-79.440212,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Going Ahead,Other,Unknown, , , , , , ,Yes, ,Yes, , , , , , , , , , ,83,Dufferin Grove (83),39
80774388,7000570934,2017,1491019200000,208,2,MARGUERETTA ST,BLOOR  ST W,34 m South of,Local,Toronto and East York,9,0,0,11,0,0,43.658438,-79.440212,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,83,Dufferin Grove (83),40
6282482,1216616,2010,1292734800000,211,2,DUNDAS ST W,MANNING AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.651345,-79.41089,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , , , , , ,81,Trinity-Bellwoods (81),41
6282483,1216616,2010,1292734800000,211,2,DUNDAS ST W,MANNING AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.651345,-79.41089,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,0,East,Taxi,Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , , , , , ,81,Trinity-Bellwoods (81),42
6282484,1216616,2010,1292734800000,211,2,DUNDAS ST W,MANNING AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.651345,-79.41089,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,0,South,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol", , , ,Yes, ,Yes, , , , , , , , , , ,81,Trinity-Bellwoods (81),43
80238833,5000814166,2015,1431748800000,211,2,755 QUEEN ST E, ,10 m North of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659293,-79.347926,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,0,East,"Automobile, Station Wagon",Going Ahead,Other,Had Been Drinking, , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),44
80238834,5000814166,2015,1431748800000,211,2,755 QUEEN ST E, ,10 m North of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659293,-79.347926,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,0,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),45
80238835,5000814166,2015,1431748800000,211,2,755 QUEEN ST E, ,10 m North of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659293,-79.347926,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),46
80238836,5000814166,2015,1431748800000,211,2,755 QUEEN ST E, ,10 m North of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659293,-79.347926,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),47
80238837,5000814166,2015,1431748800000,211,2,755 QUEEN ST E, ,10 m North of,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.659293,-79.347926,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, , , , , ,70,South Riverdale (70),48
80170331,4002664969,2014,1407556800000,214,2,LAWRENCE AVE E,GREENBRAE CRCT, ,Major Arterial,Scarborough,24,0,0,43,0,0,43.758174,-79.233073,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , , , , , ,137,Woburn (137),49
80170332,4002664969,2014,1407556800000,214,2,LAWRENCE AVE E,GREENBRAE CRCT, ,Major Arterial,Scarborough,24,0,0,43,0,0,43.758174,-79.233073,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,0,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , , , , , , , , , ,137,Woburn (137),50
5323863,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),51
5323864,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),52
5323865,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Other,30 to 34,None,0,North,"Automobile, Station Wagon",Parked, , , , , , , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),53
5323866,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),54
5323867,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Minor,0, ,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),55
5323868,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,0, ,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),56
5323869,1021860,2008,1203224400000,215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,0, ,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,85,South Parkdale (85),57
