Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
80782302,7001366288,2017,1501387200000,237,2,DUNDAS ST W,KEELE ST, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.665332,-79.464519,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,90,Junction Area (90),11
80927111,7001457563,2017,1502596800000,237,2,JANE ST,SHOREHAM DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.768756,-79.520358,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes, ,Yes, ,24,Black Creek (24),12
80927112,7001457563,2017,1502596800000,237,2,JANE ST,SHOREHAM DR, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.768756,-79.520358,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,0,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , , ,Yes, ,Yes, ,24,Black Creek (24),13
5287878,1125793,2009,1253419200000,244,2,DUNDAS ST W,DOVERCOURT RD, ,Minor Arterial,Toronto and East York,910,10,9,14,0,0,43.649445,-79.42469,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,81,Trinity-Bellwoods (81),14
5287879,1125793,2009,1253419200000,244,2,DUNDAS ST W,DOVERCOURT RD, ,Minor Arterial,Toronto and East York,910,10,9,14,0,0,43.649445,-79.42469,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,81,Trinity-Bellwoods (81),15
5287880,1125793,2009,1253419200000,244,2,DUNDAS ST W,DOVERCOURT RD, ,Minor Arterial,Toronto and East York,910,10,9,14,0,0,43.649445,-79.42469,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,15 to 19,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,81,Trinity-Bellwoods (81),16
5287881,1125793,2009,1253419200000,244,2,DUNDAS ST W,DOVERCOURT RD, ,Minor Arterial,Toronto and East York,910,10,9,14,0,0,43.649445,-79.42469,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,81,Trinity-Bellwoods (81),17
5287882,1125794,2009,1253419200000,244,2,DUNDAS ST W,COOLMINE RD, ,Minor Arterial,Toronto and East York,9,0,0,14,0,0,43.649445,-79.42559,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,84,Little Portugal (84),18
5287883,1125794,2009,1253419200000,244,2,DUNDAS ST W,COOLMINE RD, ,Minor Arterial,Toronto and East York,9,0,0,14,0,0,43.649445,-79.42559,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,84,Little Portugal (84),19
5287884,1125794,2009,1253419200000,244,2,DUNDAS ST W,COOLMINE RD, ,Minor Arterial,Toronto and East York,9,0,0,14,0,0,43.649445,-79.42559,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,84,Little Portugal (84),20
5354945,1036238,2008,1209787200000,245,2,HUNTINGDALE BLVD,HEATHERSIDE DR, ,Collector,Scarborough,22,0,0,42,0,0,43.796545,-79.32309,Mid-Block, ,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,Fatal,SMV Other,Other,unknown,None,0,North,Other,Parked, , , , , , , , , , ,Yes, , , , , , , , ,Yes, ,117,L'Amoreaux (117),21
5354946,1036238,2008,1209787200000,245,2,HUNTINGDALE BLVD,HEATHERSIDE DR, ,Collector,Scarborough,22,0,0,42,0,0,43.796545,-79.32309,Mid-Block, ,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,Fatal,SMV Other,Other,unknown,None,0,North,Other,Parked, , , , , , , , , , ,Yes, , , , , , , , ,Yes, ,117,L'Amoreaux (117),22
5354947,1036238,2008,1209787200000,245,2,HUNTINGDALE BLVD,HEATHERSIDE DR, ,Collector,Scarborough,22,0,0,42,0,0,43.796545,-79.32309,Mid-Block, ,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,17,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , , , , ,Yes, ,117,L'Amoreaux (117),23
80976247,8002192666,2018,1543467600000,253,2,MCNICOLL AVE,MARKHAM RD,39 m East of,Minor Arterial,Scarborough,23,0,0,42,0,0,43.824008,-79.247394,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,0,North,"Automobile, Station Wagon",Turning Right,Improper Turn,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , , , , ,Yes, ,131,Rouge (131),24
5218360,1095072,2009,1235192400000,255,2,STADACONA DR,WILSON AVE, ,Major Arterial,North York,6,0,0,32,0,0,43.736845,-79.43669,Intersection, ,Stop Sign,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,0,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08", , , , , , ,Yes, ,Yes, , , , , , ,Yes, ,Yes, ,33,Clanton Park (33),25
5218361,1095072,2009,1235192400000,255,2,STADACONA DR,WILSON AVE, ,Major Arterial,North York,6,0,0,32,0,0,43.736845,-79.43669,Intersection, ,Stop Sign,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,0, ,Other,Other, , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking, , , ,Yes, ,Yes, , , , , , ,Yes, ,Yes, ,33,Clanton Park (33),26
80768461,6002180149,2016,1481259600000,255,2,KINGSTON RD,OLD KINGSTON RD, ,Major Arterial,Scarborough,25,0,0,43,0,0,43.773932,-79.183063,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,136,West Hill (136),27
80502217,6000440482,2016,1457928000000,300,3,SHEPPARD AVE W,WESTON RD,2 m West of,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.733737,-79.538211,Intersection,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,0,West,"Automobile, Station Wagon",Unknown,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , ,Yes, , , ,Yes, ,23,Pelmo Park-Humberlea (23),28
80502218,6000440482,2016,1457928000000,300,3,SHEPPARD AVE W,WESTON RD,2 m West of,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.733737,-79.538211,Intersection,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, , , ,Yes, ,23,Pelmo Park-Humberlea (23),29
80772188,7000355242,2017,1488085200000,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,20,21,4143,43,41,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,124,Kennedy Park (124),30
80772189,7000355242,2017,1488085200000,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,20,21,4143,43,41,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,124,Kennedy Park (124),31
80772190,7000355242,2017,1488085200000,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,20,21,4143,43,41,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,124,Kennedy Park (124),32
80772191,7000355242,2017,1488085200000,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,20,21,4143,43,41,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,124,Kennedy Park (124),33
80772192,7000355242,2017,1488085200000,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,20,21,4143,43,41,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,124,Kennedy Park (124),34
7848906,1369173,2013,1375502400000,305,3,STEELES AVE W,ISLINGTON AVE, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.763743,-79.577289,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,27,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,21,Humber Summit (21),35
7848907,1369173,2013,1375502400000,305,3,STEELES AVE W,ISLINGTON AVE, ,Major Arterial,Etobicoke York,7,0,0,31,0,0,43.763743,-79.577289,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Other Property Owner,unknown, ,0, , , , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,21,Humber Summit (21),36
6182918,1186032,2010,1279944000000,309,3,DUFFERIN ST,WALLACE AVE, ,Major Arterial,Toronto and East York,9,0,0,1114,14,11,43.664245,-79.43719,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,None,0,Unknown,Other,Parked, , , , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),37
6182919,1186032,2010,1279944000000,309,3,DUFFERIN ST,WALLACE AVE, ,Major Arterial,Toronto and East York,9,0,0,1114,14,11,43.664245,-79.43719,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,None,0,Unknown,Other,Parked, , , , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),38
6182920,1186032,2010,1279944000000,309,3,DUFFERIN ST,WALLACE AVE, ,Major Arterial,Toronto and East York,9,0,0,1114,14,11,43.664245,-79.43719,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),39
6182921,1186032,2010,1279944000000,309,3,DUFFERIN ST,WALLACE AVE, ,Major Arterial,Toronto and East York,9,0,0,1114,14,11,43.664245,-79.43719,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,25 to 29,Major,0,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),40
6182922,1186032,2010,1279944000000,309,3,DUFFERIN ST,WALLACE AVE, ,Major Arterial,Toronto and East York,9,0,0,1114,14,11,43.664245,-79.43719,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,None,0,Unknown,Other,Parked, , , , , , , , , , ,Yes, , , , , ,Yes,Yes, ,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),41
6587071,1214196,2011,1295672400000,319,3,F G GARDINER XY Expr E,JAMESON AVE, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.632445,-79.43279,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , , , ,Yes, ,85,South Parkdale (85),42
6587072,1214196,2011,1295672400000,319,3,F G GARDINER XY Expr E,JAMESON AVE, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.632445,-79.43279,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , , , , , ,Yes, ,85,South Parkdale (85),43
6587073,1214196,2011,1295672400000,319,3,F G GARDINER XY Expr E,JAMESON AVE, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.632445,-79.43279,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , , , ,Yes, ,85,South Parkdale (85),44
6587074,1214196,2011,1295672400000,319,3,F G GARDINER XY Expr E,JAMESON AVE, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.632445,-79.43279,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,0,East,Other,Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , , , ,Yes, ,85,South Parkdale (85),45
6587075,1214196,2011,1295672400000,319,3,F G GARDINER XY Expr E,JAMESON AVE, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.632445,-79.43279,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , , , ,Yes, ,85,South Parkdale (85),46
6587076,1214196,2011,1295672400000,319,3,F G GARDINER XY Expr E,JAMESON AVE, ,Expressway,Toronto and East York,4,0,0,14,0,0,43.632445,-79.43279,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Minor,0,East,Other,Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , , , ,Yes, ,85,South Parkdale (85),47
5805914,1149839,2009,1262235600000,322,3,TWYN RIVERS DR,SHEPPARD AVE E, ,Collector,Scarborough,25,0,0,42,0,0,43.811645,-79.15649,Mid-Block, ,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Passenger,45 to 49,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,131,Rouge (131),48
5805915,1149839,2009,1262235600000,322,3,TWYN RIVERS DR,SHEPPARD AVE E, ,Collector,Scarborough,25,0,0,42,0,0,43.811645,-79.15649,Mid-Block, ,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,35 to 39,None,0,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,131,Rouge (131),49
5805916,1149839,2009,1262235600000,322,3,TWYN RIVERS DR,SHEPPARD AVE E, ,Collector,Scarborough,25,0,0,42,0,0,43.811645,-79.15649,Mid-Block, ,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,131,Rouge (131),50
7515508,1321216,2012,1350792000000,325,3,MCNICOLL AVE,BIRCHMOUNT RD, ,Minor Arterial,Scarborough,22,0,0,42,0,0,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,36, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,116,Steeles (116),51
7515509,1321216,2012,1350792000000,325,3,MCNICOLL AVE,BIRCHMOUNT RD, ,Minor Arterial,Scarborough,22,0,0,42,0,0,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,116,Steeles (116),52
7515510,1321216,2012,1350792000000,325,3,MCNICOLL AVE,BIRCHMOUNT RD, ,Minor Arterial,Scarborough,22,0,0,42,0,0,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,20 to 24,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,116,Steeles (116),53
6809038,1282222,2011,1325134800000,331,3,NEILSON Rd,TAPSCOTT Rd, ,Minor Arterial,Scarborough,2325,25,23,42,0,0,43.805645,-79.21789,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,132,Malvern (132),54
6809039,1282222,2011,1325134800000,331,3,NEILSON Rd,TAPSCOTT Rd, ,Minor Arterial,Scarborough,2325,25,23,42,0,0,43.805645,-79.21789,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,0,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,132,Malvern (132),55
6809040,1282222,2011,1325134800000,331,3,NEILSON Rd,TAPSCOTT Rd, ,Minor Arterial,Scarborough,2325,25,23,42,0,0,43.805645,-79.21789,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,132,Malvern (132),56
7411365,1292618,2012,1336190400000,332,3,KENNEDY RD,WILLIAM KITCHEN RD, ,Expressway,Scarborough,21,0,0,41,0,0,43.773045,-79.28379,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Motorcycle Driver,35 to 39,Major,0,East,Motorcycle,Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes,Yes, ,126,Dorset Park (126),57
7411366,1292618,2012,1336190400000,332,3,KENNEDY RD,WILLIAM KITCHEN RD, ,Expressway,Scarborough,21,0,0,41,0,0,43.773045,-79.28379,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,55 to 59,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes,Yes, ,126,Dorset Park (126),58
7840330,1365635,2013,1373774400000,340,3,F G GARDINER XY  E,ISLINGTON Ave, ,Expressway,Etobicoke York,3,0,0,22,0,0,43.620745,-79.51069,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,25 to 29,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , ,Yes, ,17,Mimico (includes Humber Bay Shores) (17),59
